dataset,stem,eval_set,L,n_rollouts,oracle_r_precision,oracle_long_r_precision,mean_r_precision,mean_long_r_precision,consensus_r_precision,consensus_long_r_precision,oracle_rollout,mean_contacts,unique_maps,mean_pairwise_jaccard,n_true,oracle_curve,inference_seconds
foldbench_monomer,7pv5_A,eval-val,81,100,0.46551724137931033,0.5384615384615384,0.29224266732635473,0.23980406181166297,0.46875,0.36585365853658536,57,58.35,100,0.1359865976117981,64,"{'1': 0.21666666666666667, '2': 0.4318181818181818, '4': 0.4318181818181818, '8': 0.4318181818181818, '16': 0.4423076923076923, '32': 0.4423076923076923, '64': 0.46551724137931033, '100': 0.46551724137931033}",1.0689678830094635
foldbench_monomer,7qp5_A,eval-val,245,100,0.16296296296296298,0.13043478260869565,0.0724834253887004,0.028404470057361873,0.14522821576763487,0.05454545454545454,33,145.27,100,0.027296310932435248,241,"{'1': 0.05, '2': 0.05303030303030303, '4': 0.125, '8': 0.125, '16': 0.125, '32': 0.125, '64': 0.16296296296296298, '100': 0.16296296296296298}",5.9174596960656345
foldbench_monomer,7qsj_A,eval-val,373,100,0.16666666666666666,0.136,0.09643601945787218,0.0526271881145857,0.207492795389049,0.11504424778761062,5,219.66,100,0.023533310411926838,347,"{'1': 0.045, '2': 0.09895833333333333, '4': 0.09895833333333333, '8': 0.16666666666666666, '16': 0.16666666666666666, '32': 0.16666666666666666, '64': 0.16666666666666666, '100': 0.16666666666666666}",15.446526650805026
foldbench_monomer,7t9r_A,eval-val,38,100,0.375,1.0,0.12752476151337033,0.08061904761904762,0.2916666666666667,0.14285714285714285,84,22.21,100,0.05734855693924373,24,"{'1': 0.08333333333333333, '2': 0.08333333333333333, '4': 0.15, '8': 0.26666666666666666, '16': 0.26666666666666666, '32': 0.3333333333333333, '64': 0.36363636363636365, '100': 0.375}",0.9595983768813312
foldbench_monomer,7tjb_A,eval-val,227,100,0.325,0.3275862068965517,0.2069118428466773,0.19211280807625056,0.3482587064676617,0.3358208955223881,31,159.71,100,0.08878093872454096,201,"{'1': 0.16993464052287582, '2': 0.19444444444444445, '4': 0.23626373626373626, '8': 0.24528301886792453, '16': 0.24528301886792453, '32': 0.325, '64': 0.325, '100': 0.325}",5.107664996758103
foldbench_monomer,7tlh_A,eval-val,136,100,0.20408163265306123,0.225,0.05866668485276724,0.0423216304167891,0.06140350877192982,0.07792207792207792,9,57.92,100,0.017529735058498183,114,"{'1': 0.03225806451612903, '2': 0.08333333333333333, '4': 0.09302325581395349, '8': 0.09302325581395349, '16': 0.20408163265306123, '32': 0.20408163265306123, '64': 0.20408163265306123, '100': 0.20408163265306123}",1.8758149109780788
foldbench_monomer,7uba_A,eval-val,213,100,0.20202020202020202,0.2608695652173913,0.10235089959977385,0.053314718277297765,0.13942307692307693,0.10948905109489052,99,114.05,100,0.03353242625729657,208,"{'1': 0.1262135922330097, '2': 0.14285714285714285, '4': 0.14285714285714285, '8': 0.14285714285714285, '16': 0.17525773195876287, '32': 0.17525773195876287, '64': 0.17647058823529413, '100': 0.20202020202020202}",4.50329590216279
foldbench_monomer,7uk8_A,eval-val,394,100,0.09454545454545454,0.10982658959537572,0.05258644377421641,0.03445509266294131,0.11787072243346007,0.06532663316582915,3,258.49,100,0.020559191242081755,526,"{'1': 0.06299212598425197, '2': 0.06299212598425197, '4': 0.09454545454545454, '8': 0.09454545454545454, '16': 0.09454545454545454, '32': 0.09454545454545454, '64': 0.09454545454545454, '100': 0.09454545454545454}",18.03910703305155
foldbench_monomer,7ur2_A,eval-val,195,100,0.17543859649122806,0.20833333333333334,0.08775002756588442,0.07596643597905478,0.145985401459854,0.14285714285714285,99,118.99,100,0.055840115050091,137,"{'1': 0.05319148936170213, '2': 0.06741573033707865, '4': 0.08860759493670886, '8': 0.08860759493670886, '16': 0.11904761904761904, '32': 0.14960629921259844, '64': 0.1724137931034483, '100': 0.17543859649122806}",3.4873292963020504
foldbench_monomer,7urp_A,eval-val,160,100,0.22727272727272727,0.33962264150943394,0.11034034310523946,0.11078855596318642,0.2462686567164179,0.25510204081632654,88,98.36,100,0.03600689838082496,134,"{'1': 0.1206896551724138, '2': 0.1206896551724138, '4': 0.2222222222222222, '8': 0.2222222222222222, '16': 0.2222222222222222, '32': 0.2222222222222222, '64': 0.22549019607843138, '100': 0.22727272727272727}",2.023223824799061
